State,NCESID,District,Included in national analysis,Included in nonwhite & white analysis,Included in nonwhite pov & white pov analysis,Racial concentration,Poverty,Urbanicity,Enrollment,Percent Nonwhite,Percent White,Student poverty rate,"State and local revenue, per pupil, cost adjusted","Local revenue, per pupil, cost adjusted","State revenue, per pupil, cost adjusted","State and local revenue, cost adjusted","Local revenue, cost adjusted","State revenue, cost adjusted",Median household income,Median property value
Pennsylvania,4220640,St. Marys Area School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"2,082",4%,96%,10%,"$12,032.00","$6,870.00","$5,162.00","$25,051,362.00","$14,303,104.00","$10,748,258.00","$49,375.00","$106,700.00"
Pennsylvania,4222770,State College Area School District,yes,yes,yes,Concentrated white,low poverty,13-City: Small,"6,763",19%,81%,7%,"$18,955.00","$15,737.00","$3,218.00","$128,189,998.00","$106,427,856.00","$21,762,141.00","$54,595.00","$261,500.00"
Pennsylvania,4222790,Steel Valley School District,yes,no,no,Not concentrated,high poverty,21-Suburb: Large,"1,446",43%,57%,21%,"$16,404.00","$8,912.00","$7,492.00","$23,720,225.00","$12,886,209.00","$10,834,015.00","$41,239.00","$81,800.00"
Pennsylvania,4222800,Steelton-Highspire School District,yes,yes,yes,Concentrated nonwhite,high poverty,21-Suburb: Large,"1,320",83%,18%,32%,"$12,482.00","$4,914.00","$7,568.00","$16,475,721.00","$6,486,418.00","$9,989,303.00","$42,298.00","$89,300.00"
Pennsylvania,4222830,Sto-Rox School District,yes,no,no,Not concentrated,high poverty,21-Suburb: Large,"1,326",66%,34%,36%,"$12,065.00","$4,440.00","$7,625.00","$15,998,059.00","$5,887,106.00","$10,110,953.00","$31,839.00","$57,800.00"
Pennsylvania,4222860,Stroudsburg Area School District,yes,no,no,Not concentrated,low poverty,23-Suburb: Small,"4,863",43%,57%,17%,"$19,199.00","$13,607.00","$5,592.00","$93,365,317.00","$66,170,309.00","$27,195,008.00","$61,851.00","$189,900.00"
Pennsylvania,4222920,Sullivan County School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,621,5%,95%,19%,"$20,296.00","$13,040.00","$7,255.00","$12,603,512.00","$8,098,090.00","$4,505,421.00","$44,926.00","$145,800.00"
Pennsylvania,4222980,Susquehanna Community School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,771,4%,96%,19%,"$17,674.00","$4,930.00","$12,744.00","$13,626,991.00","$3,801,228.00","$9,825,763.00","$41,641.00","$99,900.00"
Pennsylvania,4223010,Susquehanna Township School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"2,652",68%,32%,11%,"$15,648.00","$12,307.00","$3,340.00","$41,497,217.00","$32,638,790.00","$8,858,427.00","$62,734.00","$164,200.00"
Pennsylvania,4223040,Susquenita School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"1,769",8%,92%,12%,"$15,239.00","$8,013.00","$7,225.00","$26,957,024.00","$14,175,265.00","$12,781,758.00","$61,573.00","$161,300.00"
Pennsylvania,4223220,Tamaqua Area School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"2,119",8%,92%,16%,"$12,142.00","$6,636.00","$5,506.00","$25,728,480.00","$14,061,077.00","$11,667,403.00","$48,316.00","$106,900.00"
Pennsylvania,4223490,Titusville Area School District,yes,yes,no,Concentrated white,high poverty,32-Town: Distant,"1,959",6%,94%,30%,"$13,891.00","$4,045.00","$9,846.00","$27,213,182.00","$7,924,781.00","$19,288,401.00","$40,306.00","$84,000.00"
Pennsylvania,4223550,Towanda Area School District,yes,yes,yes,Concentrated white,low poverty,32-Town: Distant,"1,602",5%,95%,16%,"$13,510.00","$6,696.00","$6,814.00","$21,643,007.00","$10,726,263.00","$10,916,744.00","$51,198.00","$145,900.00"
Pennsylvania,4223640,Tredyffrin-Easttown School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"6,569",27%,73%,4%,"$16,518.00","$13,980.00","$2,538.00","$108,506,923.00","$91,837,711.00","$16,669,212.00","$121,687.00","$519,800.00"
Pennsylvania,4223700,Tri-Valley School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,881,5%,95%,9%,"$13,559.00","$6,154.00","$7,405.00","$11,945,584.00","$5,421,392.00","$6,524,192.00","$51,182.00","$123,000.00"
Pennsylvania,4223760,Trinity Area School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"3,233",9%,91%,12%,"$14,073.00","$8,392.00","$5,682.00","$45,499,401.00","$27,130,562.00","$18,368,838.00","$57,554.00","$162,300.00"
Pennsylvania,4223790,Troy Area School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,"1,422",5%,95%,15%,"$14,998.00","$5,801.00","$9,197.00","$21,326,936.00","$8,249,143.00","$13,077,793.00","$52,900.00","$142,500.00"
Pennsylvania,4223820,Tulpehocken Area School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,"1,409",16%,84%,12%,"$18,310.00","$12,536.00","$5,774.00","$25,799,414.00","$17,663,375.00","$8,136,039.00","$62,998.00","$198,100.00"
Pennsylvania,4223850,Tunkhannock Area School District,yes,yes,yes,Concentrated white,low poverty,31-Town: Fringe,"2,458",4%,96%,14%,"$17,025.00","$9,273.00","$7,753.00","$41,848,458.00","$22,792,498.00","$19,055,961.00","$54,951.00","$167,600.00"
Pennsylvania,4223880,Turkeyfoot Valley Area School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant,389,1%,99%,20%,"$12,819.00","$4,350.00","$8,469.00","$4,986,602.00","$1,692,089.00","$3,294,512.00","$34,944.00","$94,000.00"
Pennsylvania,4222740,Tuscarora School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,"2,450",8%,92%,10%,"$13,649.00","$7,844.00","$5,805.00","$33,440,399.00","$19,217,059.00","$14,223,340.00","$56,334.00","$166,900.00"
Pennsylvania,4223970,Tussey Mountain School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,983,2%,98%,16%,"$15,848.00","$4,731.00","$11,117.00","$15,578,401.00","$4,650,383.00","$10,928,018.00","$44,013.00","$95,700.00"
Pennsylvania,4224000,Twin Valley School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"3,353",9%,91%,11%,"$15,933.00","$12,011.00","$3,922.00","$53,423,018.00","$40,272,089.00","$13,150,929.00","$75,496.00","$251,900.00"
Pennsylvania,4224030,Tyrone Area School District,yes,yes,yes,Concentrated white,low poverty,31-Town: Fringe,"1,916",4%,96%,18%,"$11,169.00","$3,897.00","$7,272.00","$21,399,432.00","$7,465,918.00","$13,933,514.00","$48,415.00","$122,100.00"
Pennsylvania,4224060,Union Area School District,yes,yes,yes,Concentrated white,low poverty,31-Town: Fringe,717,15%,85%,20%,"$14,422.00","$5,560.00","$8,862.00","$10,340,371.00","$3,986,436.00","$6,353,935.00","$43,792.00","$76,900.00"
Pennsylvania,4224090,Union City Area School District,yes,yes,no,Concentrated white,high poverty,32-Town: Distant,"1,159",5%,95%,23%,"$13,390.00","$2,849.00","$10,541.00","$15,519,110.00","$3,301,919.00","$12,217,191.00","$45,786.00","$86,700.00"
Pennsylvania,4224120,Union School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant,580,4%,96%,22%,"$17,098.00","$4,483.00","$12,616.00","$9,917,067.00","$2,600,075.00","$7,316,992.00","$39,550.00","$84,400.00"
Pennsylvania,4224150,Uniontown Area School District,yes,yes,no,Concentrated white,high poverty,23-Suburb: Small,"2,800",24%,76%,27%,"$13,645.00","$5,363.00","$8,282.00","$38,205,552.00","$15,015,311.00","$23,190,241.00","$36,624.00","$99,300.00"
Pennsylvania,4224210,Unionville-Chadds Ford School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"3,990",19%,81%,3%,"$17,023.00","$14,160.00","$2,864.00","$67,922,731.00","$56,496,772.00","$11,425,959.00","$124,826.00","$496,600.00"
Pennsylvania,4224240,United School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant,"1,083",2%,98%,22%,"$16,874.00","$5,380.00","$11,495.00","$18,274,653.00","$5,826,007.00","$12,448,646.00","$50,107.00","$107,200.00"
Pennsylvania,4224300,Upper Adams School District,yes,no,no,Not concentrated,low poverty,41-Rural: Fringe,"1,695",29%,71%,14%,"$13,937.00","$7,821.00","$6,116.00","$23,622,712.00","$13,256,933.00","$10,365,779.00","$59,140.00","$177,100.00"
Pennsylvania,4224320,Upper Darby School District,yes,no,no,Not concentrated,high poverty,21-Suburb: Large,"11,935",70%,30%,21%,"$11,829.00","$7,072.00","$4,756.00","$141,173,543.00","$84,406,589.00","$56,766,955.00","$50,225.00","$149,600.00"
Pennsylvania,4224360,Upper Dauphin Area School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"1,196",7%,93%,15%,"$14,136.00","$6,798.00","$7,338.00","$16,906,660.00","$8,130,430.00","$8,776,230.00","$48,399.00","$122,000.00"
Pennsylvania,4224390,Upper Dublin School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"4,183",25%,75%,3%,"$18,056.00","$15,017.00","$3,039.00","$75,527,064.00","$62,815,266.00","$12,711,798.00","$111,516.00","$390,700.00"
Pennsylvania,4224480,Upper Merion Area School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"3,991",43%,57%,8%,"$18,914.00","$16,366.00","$2,548.00","$75,486,094.00","$65,316,830.00","$10,169,264.00","$80,419.00","$297,200.00"
Pennsylvania,4224510,Upper Moreland Township School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"3,082",26%,74%,8%,"$15,147.00","$12,072.00","$3,075.00","$46,684,374.00","$37,207,336.00","$9,477,038.00","$63,859.00","$256,500.00"
Pennsylvania,4224540,Upper Perkiomen School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"3,289",11%,89%,7%,"$13,309.00","$9,035.00","$4,274.00","$43,771,708.00","$29,715,516.00","$14,056,192.00","$67,479.00","$228,000.00"
Pennsylvania,4224570,Upper St. Clair School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"4,060",15%,85%,2%,"$14,931.00","$11,893.00","$3,038.00","$60,618,140.00","$48,284,003.00","$12,334,138.00","$110,417.00","$267,500.00"
Pennsylvania,4224630,Valley Grove School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,888,3%,97%,13%,"$13,902.00","$3,725.00","$10,177.00","$12,344,961.00","$3,308,071.00","$9,036,889.00","$40,354.00","$78,300.00"
Pennsylvania,4224650,Valley View School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"2,477",11%,89%,12%,"$11,029.00","$5,940.00","$5,090.00","$27,319,877.00","$14,713,178.00","$12,606,700.00","$44,622.00","$142,400.00"
Pennsylvania,4224750,Wallenpaupack Area School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,"3,039",11%,89%,13%,"$21,041.00","$16,082.00","$4,959.00","$63,943,529.00","$48,872,052.00","$15,071,477.00","$54,566.00","$189,600.00"
Pennsylvania,4224790,Wallingford-Swarthmore School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"3,516",25%,75%,6%,"$17,108.00","$13,916.00","$3,191.00","$60,150,181.00","$48,929,251.00","$11,220,930.00","$103,294.00","$344,000.00"
Pennsylvania,4224820,Warren County School District,yes,yes,no,Concentrated white,high poverty,41-Rural: Fringe,"4,421",3%,97%,24%,"$14,274.00","$5,534.00","$8,740.00","$63,105,077.00","$24,464,966.00","$38,640,111.00","$44,959.00","$90,100.00"
Pennsylvania,4224870,Warrior Run School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,"1,525",4%,96%,16%,"$13,871.00","$7,364.00","$6,507.00","$21,153,744.00","$11,229,963.00","$9,923,780.00","$51,532.00","$153,700.00"
Pennsylvania,4224960,Warwick School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"4,123",12%,88%,7%,"$14,762.00","$10,533.00","$4,228.00","$60,862,584.00","$43,429,211.00","$17,433,373.00","$65,166.00","$198,800.00"
Pennsylvania,4224990,Washington School District,yes,no,no,Not concentrated,high poverty,21-Suburb: Large,"1,480",44%,56%,25%,"$15,154.00","$6,598.00","$8,556.00","$22,427,435.00","$9,764,759.00","$12,662,676.00","$39,686.00","$103,500.00"
Pennsylvania,4225080,Wattsburg Area School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"1,362",7%,93%,13%,"$15,762.00","$8,163.00","$7,599.00","$21,468,411.00","$11,117,934.00","$10,350,477.00","$65,021.00","$150,500.00"
Pennsylvania,4224970,Wayne Highlands School District,yes,yes,no,Concentrated white,high poverty,41-Rural: Fringe,"2,540",6%,94%,21%,"$18,792.00","$12,497.00","$6,294.00","$47,731,236.00","$31,743,369.00","$15,987,867.00","$47,191.00","$174,200.00"
Pennsylvania,4225110,Waynesboro Area School District,yes,yes,yes,Concentrated white,low poverty,31-Town: Fringe,"4,487",12%,88%,11%,"$11,204.00","$6,459.00","$4,746.00","$50,274,292.00","$28,980,396.00","$21,293,896.00","$50,659.00","$160,100.00"
Pennsylvania,4225140,Weatherly Area School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,591,9%,91%,19%,"$18,462.00","$10,009.00","$8,452.00","$10,910,807.00","$5,915,486.00","$4,995,320.00","$47,313.00","$128,400.00"
Pennsylvania,4225170,Wellsboro Area School District,yes,yes,yes,Concentrated white,low poverty,43-Rural: Remote,"1,529",6%,94%,16%,"$15,354.00","$8,999.00","$6,355.00","$23,475,522.00","$13,759,126.00","$9,716,396.00","$53,166.00","$148,100.00"
Pennsylvania,4225200,West Allegheny School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"3,316",8%,92%,6%,"$14,702.00","$11,094.00","$3,608.00","$48,751,035.00","$36,787,789.00","$11,963,246.00","$71,559.00","$154,700.00"
Pennsylvania,4225230,West Branch Area School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"1,065",2%,98%,19%,"$14,953.00","$4,644.00","$10,309.00","$15,924,524.00","$4,945,751.00","$10,978,772.00","$45,385.00","$86,600.00"
Pennsylvania,4225290,West Chester Area School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"11,475",21%,79%,4%,"$15,903.00","$13,328.00","$2,575.00","$182,486,091.00","$152,940,340.00","$29,545,752.00","$89,002.00","$379,900.00"
Pennsylvania,4225440,West Greene School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,656,1%,99%,12%,"$23,875.00","$15,833.00","$8,041.00","$15,661,782.00","$10,386,769.00","$5,275,014.00","$51,961.00","$124,200.00"
Pennsylvania,4225590,West Jefferson Hills School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"2,860",7%,93%,5%,"$13,680.00","$9,896.00","$3,784.00","$39,125,436.00","$28,302,747.00","$10,822,690.00","$71,790.00","$161,900.00"
Pennsylvania,4225650,West Middlesex Area School District,yes,yes,no,Concentrated white,high poverty,21-Suburb: Large,956,5%,95%,21%,"$13,810.00","$5,735.00","$8,075.00","$13,202,518.00","$5,482,370.00","$7,720,148.00","$47,143.00","$125,200.00"
Pennsylvania,4225680,West Mifflin Area School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"2,844",34%,66%,16%,"$14,758.00","$9,764.00","$4,993.00","$41,971,167.00","$27,770,174.00","$14,200,993.00","$48,831.00","$90,900.00"
Pennsylvania,4225740,West Perry School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,"2,473",4%,96%,12%,"$13,387.00","$7,124.00","$6,263.00","$33,106,834.00","$17,618,133.00","$15,488,702.00","$58,138.00","$163,600.00"
Pennsylvania,4225830,West Shore School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"7,800",17%,83%,10%,"$12,372.00","$8,998.00","$3,374.00","$96,501,447.00","$70,184,689.00","$26,316,757.00","$61,009.00","$174,700.00"
Pennsylvania,4225980,West York Area School District,yes,no,no,Not concentrated,low poverty,22-Suburb: Mid-size,"2,881",31%,69%,12%,"$16,184.00","$12,233.00","$3,951.00","$46,627,329.00","$35,243,291.00","$11,384,038.00","$55,458.00","$149,600.00"
Pennsylvania,4226040,Western Beaver County School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,751,11%,89%,9%,"$15,170.00","$5,245.00","$9,925.00","$11,392,635.00","$3,938,909.00","$7,453,726.00","$58,723.00","$120,100.00"
Pennsylvania,4226070,Western Wayne School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,"1,921",10%,90%,14%,"$20,063.00","$12,994.00","$7,069.00","$38,540,622.00","$24,961,406.00","$13,579,216.00","$51,101.00","$176,000.00"
Pennsylvania,4226130,Westmont Hilltop School District,yes,yes,yes,Concentrated white,low poverty,23-Suburb: Small,"1,455",9%,91%,10%,"$13,760.00","$9,131.00","$4,628.00","$20,020,147.00","$13,286,279.00","$6,733,868.00","$64,726.00","$127,900.00"
Pennsylvania,4226250,Whitehall-Coplay School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"4,308",44%,56%,17%,"$12,784.00","$9,308.00","$3,476.00","$55,072,468.00","$40,097,146.00","$14,975,322.00","$56,220.00","$173,400.00"
Pennsylvania,4226300,Wilkes-Barre Area School District,yes,no,no,Not concentrated,high poverty,13-City: Small,"6,870",54%,46%,32%,"$13,502.00","$7,408.00","$6,094.00","$92,761,451.00","$50,893,133.00","$41,868,318.00","$38,385.00","$89,100.00"
Pennsylvania,4226370,Wilkinsburg Borough School District,yes,yes,yes,Concentrated nonwhite,high poverty,21-Suburb: Large,746,98%,2%,34%,"$25,933.00","$11,991.00","$13,942.00","$19,345,809.00","$8,945,323.00","$10,400,486.00","$33,905.00","$77,900.00"
Pennsylvania,4226390,William Penn School District,yes,yes,yes,Concentrated nonwhite,high poverty,21-Suburb: Large,"5,036",96%,4%,22%,"$13,414.00","$7,179.00","$6,235.00","$67,552,344.00","$36,153,739.00","$31,398,606.00","$48,533.00","$137,300.00"
Pennsylvania,4226400,Williams Valley School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"1,000",7%,93%,15%,"$13,125.00","$4,060.00","$9,065.00","$13,124,591.00","$4,059,654.00","$9,064,937.00","$47,445.00","$83,600.00"
Pennsylvania,4226430,Williamsburg Community School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,473,4%,96%,16%,"$14,145.00","$4,720.00","$9,425.00","$6,690,557.00","$2,232,370.00","$4,458,187.00","$46,023.00","$105,600.00"
Pennsylvania,4226460,Williamsport Area School District,yes,no,no,Not concentrated,high poverty,13-City: Small,"4,961",34%,66%,28%,"$14,813.00","$6,680.00","$8,133.00","$73,488,346.00","$33,138,811.00","$40,349,536.00","$42,289.00","$113,700.00"
Pennsylvania,4226520,Wilmington Area School District,yes,yes,yes,Concentrated white,low poverty,31-Town: Fringe,"1,141",4%,96%,19%,"$15,381.00","$7,510.00","$7,871.00","$17,549,344.00","$8,568,751.00","$8,980,594.00","$52,417.00","$157,600.00"
Pennsylvania,4226550,Wilson Area School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"2,152",36%,64%,12%,"$14,731.00","$10,072.00","$4,659.00","$31,701,933.00","$21,675,918.00","$10,026,015.00","$61,083.00","$164,400.00"
Pennsylvania,4226580,Wilson School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"6,010",30%,70%,9%,"$14,731.00","$11,713.00","$3,018.00","$88,535,769.00","$70,396,194.00","$18,139,575.00","$65,433.00","$188,600.00"
Pennsylvania,4226610,Windber Area School District,yes,yes,no,Concentrated white,high poverty,23-Suburb: Small,"1,152",2%,98%,25%,"$13,053.00","$3,294.00","$9,759.00","$15,037,327.00","$3,795,099.00","$11,242,228.00","$39,890.00","$86,900.00"
Pennsylvania,4202400,Wissahickon School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"4,429",35%,65%,5%,"$16,955.00","$13,780.00","$3,176.00","$75,093,982.00","$61,029,541.00","$14,064,441.00","$99,140.00","$398,000.00"
Pennsylvania,4216500,Woodland Hills School District,yes,no,no,Not concentrated,high poverty,21-Suburb: Large,"3,802",72%,28%,22%,"$15,159.00","$9,707.00","$5,452.00","$57,633,223.00","$36,905,541.00","$20,727,682.00","$43,443.00","$92,800.00"
Pennsylvania,4226700,Wyalusing Area School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,"1,294",5%,95%,14%,"$15,032.00","$7,038.00","$7,994.00","$19,451,019.00","$9,106,738.00","$10,344,281.00","$57,896.00","$157,600.00"
